Status,# Rooms,Area (m²),# Car Spots,Condominium Fee (BRL),City,Neighborhood,Price (BRL)
498,1.0,3.0,81.0,2.0,0.0,0,0,550000.0
499,1.0,3.0,110.0,2.0,910.0,0,55,495000.0
500,1.0,3.0,99.0,,1100.0,0,49,350000.0
501,0.0,,28.0,,0.0,0,5,1600.0
502,1.0,3.0,68.0,,120.0,0,19,339000.0
503,1.0,3.0,106.0,,1000.0,0,63,400000.0
504,1.0,4.0,135.0,2.0,,2,54,935187.0
505,0.0,3.0,81.0,2.0,0.0,0,0,4200.0
506,,,295.0,,0.0,0,97,7000.0
507,1.0,3.0,155.0,3.0,130.0,8,41,250000.0
508,,,42.0,,,0,15,3500.0
509,,,1500.0,,0.0,8,93,2100000.0
510,1.0,3.0,159.0,2.0,0.0,3,98,520000.0
511,0.0,3.0,81.0,2.0,0.0,0,0,4200.0
512,1.0,,40.0,,,0,95,271000.0
513,0.0,2.0,,,,2,99,1300.0
514,1.0,4.0,132.0,2.0,0.0,0,94,1281997.0
515,1.0,2.0,47.0,,0.0,2,3,149200.0
516,1.0,3.0,240.0,3.0,0.0,0,79,549900.0
517,1.0,3.0,130.0,2.0,880.0,2,6,689900.0
518,1.0,3.0,89.0,2.0,,2,54,719361.0
519,1.0,2.0,45.0,,225.0,2,6,150000.0
520,1.0,3.0,120.0,2.0,0.0,0,49,750000.0
521,1.0,3.0,104.0,,900.0,0,49,420000.0
522,1.0,2.0,48.0,,0.0,0,5,369000.0
523,1.0,3.0,310.0,3.0,0.0,0,24,700000.0
524,1.0,3.0,,,,11,100,280000.0
525,1.0,,48.0,,730.0,0,0,270000.0
526,0.0,2.0,45.0,,565.0,0,22,1200.0
527,1.0,3.0,75.0,,0.0,2,6,210000.0
528,,,19.0,,0.0,0,16,900.0
529,,,644.0,,0.0,1,101,1500000.0
530,0.0,2.0,40.0,,,13,66,600.0
531,1.0,4.0,135.0,2.0,736.0,0,0,1390000.0
532,1.0,3.0,131.0,2.0,1000.0,0,4,530000.0
533,1.0,3.0,65.0,,0.0,8,34,185000.0
534,1.0,3.0,94.0,2.0,0.0,0,49,933522.0
535,1.0,2.0,96.0,,0.0,0,49,380000.0
536,1.0,4.0,136.0,2.0,1150.0,0,48,1450000.0
537,1.0,3.0,140.0,2.0,360.0,2,3,250000.0
538,1.0,4.0,208.0,4.0,0.0,0,97,1400000.0
539,1.0,3.0,86.0,,900.0,0,0,1200000.0
540,1.0,4.0,124.0,,0.0,0,38,350000.0
541,1.0,2.0,47.0,,,0,25,259000.0
542,1.0,2.0,70.0,,540.0,0,0,330000.0
543,1.0,3.0,59.0,,,0,0,399124.0
544,1.0,3.0,95.0,,760.0,0,26,320000.0
545,1.0,2.0,85.0,2.0,650.0,0,48,900000.0
546,1.0,5.0,300.0,3.0,0.0,0,58,250000.0
547,1.0,4.0,208.0,,0.0,0,30,2200000.0
548,1.0,4.0,121.0,2.0,550.0,0,4,750000.0
549,1.0,4.0,132.0,2.0,765.0,0,0,1400000.0
550,0.0,4.0,150.0,4.0,0.0,0,0,8200.0
551,1.0,2.0,45.0,,0.0,8,86,150000.0
552,1.0,,33.0,,,2,3,222211.0
553,1.0,3.0,61.0,,500.0,0,63,400000.0
554,1.0,3.0,62.0,,50.0,2,12,120000.0
555,1.0,4.0,166.0,3.0,1.0,0,18,1294178.0
556,1.0,3.0,126.0,,750.0,2,3,500000.0
557,0.0,3.0,94.0,2.0,0.0,0,0,5300.0
558,1.0,4.0,163.0,3.0,780.0,0,0,1400000.0
559,1.0,3.0,173.0,,1230.0,2,54,580000.0
560,0.0,,43.0,,0.0,0,0,3600.0
561,0.0,2.0,48.0,,220.0,4,102,600.0
562,1.0,2.0,43.0,,0.0,0,38,219000.0
563,1.0,2.0,44.0,,0.0,0,68,287399.0
564,1.0,2.0,53.0,,0.0,0,4,561000.0
565,1.0,2.0,44.0,,0.0,0,68,287399.0
566,1.0,2.0,53.0,,0.0,0,4,561000.0
567,0.0,4.0,158.0,3.0,1600.0,0,0,4500.0
568,1.0,2.0,58.0,,359.0,0,0,599000.0
569,1.0,3.0,92.0,2.0,0.0,0,0,754000.0
570,1.0,3.0,144.0,,950.0,0,0,455000.0
571,1.0,2.0,56.0,,,2,6,355308.0
572,1.0,4.0,140.0,2.0,0.0,0,0,900000.0
573,1.0,4.0,300.0,3.0,1800.0,0,20,1200000.0
574,0.0,4.0,104.0,2.0,300.0,1,1,3501.0
575,0.0,4.0,104.0,2.0,300.0,1,1,3498.0
576,0.0,4.0,104.0,2.0,300.0,1,1,3503.0
577,1.0,2.0,46.0,,0.0,8,103,142000.0
578,1.0,2.0,53.0,,0.0,2,3,175900.0
579,,,250.0,,,2,104,25000.0
580,1.0,2.0,55.0,,0.0,8,34,140000.0
581,0.0,2.0,75.0,,0.0,0,105,600.0
582,1.0,3.0,170.0,2.0,,1,1,580000.0
583,,,63.0,,0.0,0,15,4134.0
584,1.0,3.0,120.0,,800.0,0,0,580000.0
585,1.0,3.0,80.0,,765.0,0,28,450000.0
586,0.0,3.0,120.0,2.0,0.0,0,0,2700.0
587,0.0,,42.0,,0.0,0,0,2100.0
588,1.0,3.0,73.0,,275.0,0,63,240000.0
589,1.0,,30.0,,895.0,2,3,180000.0
590,1.0,3.0,62.0,2.0,,2,6,399326.0
591,1.0,3.0,94.0,2.0,0.0,0,49,1096000.0
592,1.0,4.0,155.0,2.0,0.0,0,0,750000.0
593,1.0,3.0,86.0,2.0,0.0,0,0,730000.0
594,,,170.0,,0.0,0,48,9000.0
595,0.0,2.0,55.0,,,8,69,1049.0
596,1.0,3.0,93.0,2.0,0.0,0,0,1195000.0
597,0.0,2.0,50.0,,0.0,0,0,1700.0
598,0.0,3.0,70.0,,0.0,8,54,1250.0
599,1.0,2.0,76.0,,506.0,0,0,250000.0
600,1.0,2.0,55.0,,50.0,3,56,170000.0
601,,,160.0,,0.0,0,106,700000.0
602,1.0,,35.0,,0.0,0,4,285000.0
603,1.0,4.0,166.0,2.0,1358.0,0,10,800000.0
604,,,26.0,,,0,63,1840.0
605,1.0,4.0,200.0,2.0,500.0,1,1,560000.0
606,1.0,5.0,220.0,2.0,1500.0,0,28,700000.0
607,1.0,5.0,384.0,3.0,0.0,9,107,450000.0
608,1.0,3.0,80.0,2.0,0.0,0,0,900000.0
609,1.0,2.0,60.0,,0.0,0,0,375000.0
610,1.0,3.0,96.0,2.0,800.0,3,7,345000.0
611,1.0,,32.0,,0.0,0,23,386086.0
612,1.0,5.0,228.0,5.0,,0,19,850000.0
613,1.0,3.0,67.0,,350.0,0,21,367999.0
614,1.0,2.0,55.0,,242.0,1,108,189000.0
615,,,780.0,,,11,109,12000.0
616,1.0,3.0,74.0,2.0,500.0,0,0,550000.0
617,1.0,,50.0,,0.0,0,110,28000.0
618,0.0,2.0,80.0,,700.0,0,4,1250.0
619,,,30.0,,386.0,0,22,210000.0
620,,,1335.0,,0.0,0,48,40000.0
621,,,,,0.0,14,111,550000.0
622,1.0,3.0,163.0,2.0,1018.0,0,28,850000.0
623,1.0,3.0,63.0,,225.0,2,3,150000.0
624,1.0,3.0,63.0,,550.0,0,25,235000.0
625,1.0,,37.0,,,2,6,230157.0
626,0.0,3.0,108.0,,1284.0,0,22,800.0
627,1.0,3.0,105.0,2.0,850.0,0,39,698000.0
628,1.0,2.0,46.0,,200.0,8,80,48999.0
629,0.0,2.0,,2.0,,0,24,1200.0
630,0.0,2.0,50.0,,0.0,3,44,550.0
631,,,150.0,,,0,0,900000.0
632,0.0,3.0,113.0,2.0,0.0,10,57,5500.0
633,1.0,2.0,113.0,2.0,0.0,10,57,900000.0
634,1.0,3.0,79.0,2.0,,2,54,549123.0
635,,,243.0,,,0,5,820000.0
636,1.0,2.0,65.0,,,0,16,150000.0
637,0.0,2.0,59.0,,320.0,0,0,2800.0
638,1.0,3.0,72.0,,0.0,0,48,460000.0
639,1.0,4.0,140.0,2.0,1000.0,0,48,1400000.0
640,1.0,3.0,160.0,2.0,1080.0,0,0,460000.0
641,1.0,4.0,352.0,3.0,0.0,2,6,750000.0
642,1.0,,24.0,,0.0,0,0,207600.0
643,1.0,4.0,268.0,,875.0,0,0,695000.0
644,1.0,2.0,58.0,,700.0,0,10,360000.0
645,1.0,4.0,115.0,,900.0,6,112,420000.0
646,1.0,4.0,410.0,3.0,2800.0,0,0,4500000.0
647,1.0,2.0,70.0,,0.0,8,113,219000.0
648,1.0,2.0,43.0,2.0,0.0,2,83,65000.0
649,0.0,3.0,,,,0,82,500.0
650,1.0,3.0,122.0,2.0,0.0,0,20,970000.0
651,1.0,3.0,,,,2,77,600.0
652,1.0,4.0,350.0,4.0,0.0,1,1,750000.0
653,1.0,4.0,152.0,2.0,1100.0,0,0,1760000.0
654,1.0,3.0,75.0,,0.0,0,114,210000.0
655,0.0,,32.0,,0.0,0,48,2300.0
656,1.0,4.0,200.0,2.0,0.0,1,1,470000.0
657,1.0,3.0,75.0,,0.0,2,3,380000.0
658,,,223.0,,3042.0,0,0,11150.0
659,1.0,4.0,250.0,2.0,1400.0,0,22,850000.0
660,0.0,3.0,,,,2,77,700.0
661,1.0,4.0,122.0,3.0,1100.0,0,65,950000.0
662,1.0,4.0,152.0,3.0,0.0,0,94,900000.0
663,0.0,,35.0,,0.0,0,26,1800.0
664,1.0,3.0,63.0,,600.0,0,22,439500.0
665,0.0,3.0,150.0,2.0,180.0,0,0,2300.0
666,1.0,3.0,91.0,2.0,0.0,0,37,620000.0
667,1.0,4.0,411.0,3.0,3500.0,0,0,4500000.0
668,1.0,4.0,130.0,2.0,1000.0,0,0,1647811.0
669,1.0,2.0,49.0,,0.0,0,23,315000.0
670,1.0,,24.0,,500.0,0,0,267215.0
671,1.0,3.0,120.0,,800.0,3,7,420000.0
672,1.0,2.0,45.0,,0.0,0,38,250000.0
673,1.0,3.0,90.0,,350.0,0,48,270000.0
674,1.0,,35.0,,0.0,2,6,215000.0
675,1.0,,40.0,,0.0,2,3,284999.0
676,1.0,4.0,131.0,2.0,,0,49,680000.0
677,,,170.0,,0.0,0,0,13650.0
678,0.0,,46.0,,,0,0,2500.0
679,0.0,3.0,75.0,2.0,,0,0,3300.0
680,1.0,3.0,134.0,,0.0,0,22,650000.0
681,1.0,3.0,86.0,,580.0,0,37,230000.0
682,1.0,4.0,103.0,,0.0,2,3,235000.0
683,1.0,3.0,130.0,2.0,1200.0,0,63,450000.0
684,1.0,3.0,150.0,2.0,0.0,0,0,850000.0
685,1.0,3.0,135.0,2.0,0.0,2,6,600000.0
686,,,30.0,,0.0,0,0,1400.0
687,1.0,2.0,85.0,2.0,750.0,2,3,330000.0
688,1.0,3.0,98.0,2.0,748.0,2,3,380000.0
689,1.0,3.0,75.0,2.0,600.0,9,115,340000.0
690,1.0,3.0,117.0,2.0,0.0,9,107,340000.0
691,1.0,2.0,45.0,,0.0,0,5,351000.0
692,1.0,2.0,54.0,,0.0,8,103,150000.0
693,1.0,3.0,80.0,,250.0,2,6,210000.0
694,1.0,2.0,43.0,,,0,0,470000.0
695,0.0,,33.0,,0.0,0,48,2500.0
696,1.0,4.0,420.0,4.0,2600.0,0,0,4487900.0
697,1.0,2.0,48.0,,465.0,0,0,369000.0
698,1.0,3.0,142.0,,1260.0,0,0,650000.0
699,1.0,3.0,106.0,2.0,750.0,0,22,870000.0
700,1.0,3.0,87.0,2.0,1000.0,0,0,870000.0
701,1.0,,38.0,,358.0,0,5,357000.0
702,1.0,4.0,152.0,2.0,0.0,0,0,1760000.0
703,1.0,2.0,57.0,,0.0,0,16,390000.0
704,1.0,,,,,3,44,
705,1.0,3.0,260.0,3.0,0.0,0,37,999000.0
706,1.0,2.0,57.0,,350.0,0,39,420000.0
707,1.0,3.0,66.0,,0.0,2,3,435000.0
708,1.0,2.0,51.0,,0.0,0,63,448000.0
709,1.0,3.0,80.0,2.0,500.0,0,0,520000.0
710,1.0,3.0,19.0,2.0,0.0,0,0,1590000.0
711,0.0,,34.0,,0.0,0,0,2000.0
712,1.0,3.0,80.0,,,0,0,399000.0
713,1.0,3.0,91.0,2.0,,0,0,685000.0
714,,,350.0,,,0,15,9900.0
715,1.0,4.0,160.0,3.0,0.0,0,0,1600000.0
716,0.0,4.0,200.0,3.0,0.0,0,0,8500.0
717,1.0,2.0,42.0,,0.0,1,116,76400.0
718,1.0,2.0,50.0,,0.0,3,117,185000.0
719,1.0,2.0,55.0,,0.0,0,39,296863.0
720,1.0,2.0,66.0,,400.0,0,21,200000.0
721,1.0,2.0,47.0,,,0,0,318991.0
722,0.0,2.0,60.0,,,0,43,600.0
723,1.0,2.0,58.0,,0.0,0,0,580000.0
724,1.0,4.0,700.0,5.0,,0,4,1580000.0
725,1.0,2.0,54.0,,0.0,3,44,247125.0
726,1.0,4.0,168.0,2.0,1250.0,0,10,830000.0
727,1.0,2.0,70.0,,0.0,8,93,165000.0
728,1.0,3.0,63.0,,550.0,0,22,420000.0
729,1.0,2.0,50.0,,190.0,2,3,180000.0
730,1.0,4.0,120.0,2.0,1246.0,0,0,640000.0
731,1.0,3.0,200.0,5.0,,6,17,650000.0
732,,,25.0,,0.0,0,0,460000.0
733,0.0,2.0,55.0,,0.0,0,84,1500.0
734,1.0,4.0,290.0,2.0,2200.0,0,18,990000.0
735,1.0,3.0,90.0,2.0,500.0,6,118,250000.0
736,1.0,2.0,63.0,,0.0,2,3,340000.0
737,0.0,5.0,428.0,5.0,0.0,0,49,8000.0
738,,,120.0,,800.0,0,95,5000.0
739,,,41.0,,391.0,0,0,290000.0
740,1.0,3.0,90.0,2.0,500.0,6,118,250000.0
741,1.0,2.0,63.0,,0.0,2,3,340000.0
742,0.0,5.0,428.0,5.0,0.0,0,49,8000.0
743,,,120.0,,800.0,0,95,5000.0
744,,,41.0,,391.0,0,0,290000.0
745,1.0,2.0,64.0,,0.0,6,47,120000.0
746,,,250.0,,0.0,6,47,60000.0
747,,,300.0,,0.0,6,47,1700000.0
748,1.0,2.0,140.0,2.0,0.0,6,47,220000.0
749,,,250.0,,0.0,6,112,800000.0
750,1.0,3.0,100.0,,0.0,6,47,250000.0
751,1.0,2.0,68.0,,160.0,9,115,210000.0
752,,,2500.0,,100.0,0,4,4000000.0
753,1.0,3.0,134.0,,0.0,0,22,650000.0
754,0.0,4.0,220.0,,0.0,2,6,6500.0
755,,,1500.0,,,8,89,16500.0
756,1.0,2.0,57.0,,445.0,0,39,390000.0
757,1.0,2.0,59.0,,,0,0,510000.0
758,1.0,3.0,62.0,,,0,55,354603.0
759,,,2317.0,,,2,59,46340.0
760,1.0,4.0,378.0,4.0,2700.0,2,6,1350000.0
761,1.0,4.0,246.0,3.0,1800.0,0,0,1100000.0
762,1.0,2.0,,,,10,119,100000.0
763,0.0,4.0,200.0,2.0,,1,1,2950.0
764,1.0,3.0,115.0,2.0,860.0,0,10,600000.0
765,1.0,3.0,70.0,,,8,54,239000.0
766,1.0,4.0,208.0,3.0,1430.0,0,37,1720000.0
767,0.0,,30.0,,0.0,2,3,2000.0
768,1.0,,38.0,,0.0,0,5,325000.0
769,1.0,3.0,195.0,2.0,650.0,6,27,500000.0
770,1.0,3.0,120.0,,0.0,2,3,279890.0
771,0.0,2.0,60.0,,0.0,0,120,700.0
772,1.0,,36.0,,0.0,2,3,215000.0
773,,,64.0,,0.0,0,0,529394.0
774,1.0,4.0,90.0,,0.0,0,10,789000.0
775,,,34.0,,0.0,0,121,2600.0
776,1.0,3.0,65.0,,200.0,2,3,140000.0
777,1.0,3.0,120.0,,1500.0,0,4,430000.0
778,1.0,4.0,168.0,,1400.0,0,48,950000.0
779,1.0,,36.0,,750.0,2,12,200000.0
780,1.0,2.0,50.0,,,8,93,140000.0
781,1.0,3.0,80.0,,0.0,0,19,383000.0
782,,,225.0,,2500.0,0,0,1250000.0
783,1.0,3.0,128.0,2.0,1100.0,0,0,990000.0
784,1.0,2.0,52.0,,410.0,0,0,333000.0
785,1.0,3.0,80.0,,0.0,0,19,383000.0
786,,,225.0,,2500.0,0,0,1250000.0
787,1.0,3.0,128.0,2.0,1100.0,0,0,990000.0
788,1.0,2.0,52.0,,410.0,0,0,333000.0
789,,,1360.0,,0.0,2,122,2300000.0
790,,,1000.0,,0.0,0,97,17479.0
791,,,1670.0,,0.0,0,94,5000000.0
792,,,745.0,,0.0,0,28,40000.0
793,1.0,5.0,278.0,5.0,0.0,0,28,780000.0
794,1.0,2.0,52.0,,0.0,5,9,150000.0
795,0.0,3.0,100.0,,0.0,0,16,2700.0
796,1.0,3.0,119.0,2.0,1315.0,0,0,680000.0
797,1.0,3.0,94.0,2.0,,0,49,665000.0
798,1.0,4.0,164.0,3.0,900.0,0,0,1580000.0
799,1.0,,36.0,,,0,48,305000.0
800,1.0,,37.0,,,2,3,250000.0
801,1.0,4.0,212.0,3.0,0.0,10,57,2500000.0
802,1.0,4.0,125.0,2.0,0.0,0,0,1320000.0
803,,,50.0,,0.0,10,57,200520.0
804,,,917.0,,,0,21,20000.0
805,1.0,3.0,135.0,,500.0,0,5,350000.0
806,1.0,4.0,241.0,3.0,0.0,0,0,3100000.0
807,1.0,2.0,47.0,,,0,0,307000.0
808,0.0,,0.0,,0.0,0,0,1600.0
809,1.0,2.0,60.0,2.0,400.0,9,115,350000.0
810,1.0,3.0,69.0,,670.0,0,28,389000.0
811,1.0,,35.0,,370.0,0,22,280000.0
812,1.0,2.0,65.0,,200.0,2,3,110000.0
813,1.0,4.0,238.0,3.0,2100.0,2,6,1600000.0
814,1.0,3.0,79.0,,0.0,0,48,705470.0
815,1.0,3.0,69.0,2.0,0.0,2,6,280000.0
816,1.0,3.0,97.0,2.0,0.0,2,3,630000.0
817,1.0,,40.0,,0.0,2,3,245000.0
818,1.0,2.0,53.0,,0.0,0,24,380900.0
819,1.0,3.0,75.0,,450.0,0,24,330000.0
820,0.0,2.0,60.0,,0.0,2,3,750.0
821,1.0,2.0,120.0,2.0,,1,96,180000.0
822,,5.0,,5.0,,8,93,2500.0
823,1.0,2.0,59.0,,,0,0,340000.0
824,,,340.0,,0.0,11,100,1750000.0
825,1.0,3.0,158.0,,820.0,3,29,650000.0
826,0.0,,40.0,,0.0,2,12,1500.0
827,1.0,2.0,114.0,,0.0,3,29,500000.0
828,1.0,3.0,89.0,2.0,850.0,0,37,550000.0
829,1.0,2.0,60.0,,500.0,2,3,280000.0
830,,,30.0,,542.0,0,16,90000.0
831,1.0,2.0,0.0,,,9,123,110000.0
832,1.0,3.0,70.0,,0.0,0,38,460000.0
833,1.0,4.0,173.0,2.0,1100.0,0,0,800000.0
834,1.0,5.0,470.0,5.0,850.0,2,59,2200000.0
835,1.0,4.0,149.0,2.0,720.0,0,13,595000.0
836,1.0,3.0,169.0,,0.0,9,35,320000.0
837,0.0,4.0,175.0,3.0,0.0,0,0,12000.0
838,,,360.0,,,9,92,110000.0
839,1.0,3.0,83.0,,0.0,0,24,454000.0
840,1.0,3.0,73.0,,401.0,0,39,485000.0
841,1.0,3.0,80.0,2.0,580.0,0,26,540000.0
842,0.0,2.0,70.0,,0.0,0,15,2000.0
843,1.0,3.0,60.0,,0.0,0,5,385400.0
844,1.0,3.0,280.0,2.0,0.0,0,79,350000.0
845,,,14.0,,750.0,0,0,1600.0
846,1.0,4.0,127.0,2.0,,0,0,950000.0
847,0.0,2.0,54.0,,0.0,0,39,2300.0
848,1.0,4.0,136.0,2.0,,0,0,840000.0
849,1.0,4.0,140.0,2.0,3000.0,0,124,3000000.0
850,,,40.0,,486.0,0,0,145000.0
851,,,36.0,,613.0,0,121,110000.0
852,1.0,4.0,190.0,2.0,0.0,3,125,730000.0
853,1.0,4.0,331.0,4.0,,3,7,1650000.0
854,0.0,2.0,50.0,,0.0,0,0,2500.0
855,1.0,3.0,136.0,2.0,1200.0,0,0,490000.0
856,1.0,2.0,81.0,,410.0,3,126,240000.0
857,1.0,3.0,81.0,2.0,750.0,0,0,990000.0
858,1.0,3.0,123.0,,1150.0,0,4,465000.0
859,,,60.0,,2800.0,0,15,5000.0
860,,,48.0,,589.0,0,4,350000.0
861,0.0,,42.0,,,3,7,2600.0
862,1.0,3.0,100.0,2.0,0.0,3,7,600000.0
863,1.0,2.0,106.0,2.0,0.0,10,57,1300000.0
864,1.0,3.0,107.0,,0.0,3,126,560000.0
865,0.0,4.0,166.0,2.0,,0,65,5200.0
866,1.0,4.0,173.0,4.0,900.0,0,97,1650000.0
867,1.0,4.0,174.0,2.0,1200.0,2,6,850000.0
868,1.0,3.0,93.0,2.0,760.0,0,22,720000.0
869,0.0,4.0,104.0,2.0,0.0,3,7,1250.0
870,1.0,3.0,247.0,3.0,,0,27,2200000.0
871,1.0,2.0,59.0,,,0,0,430000.0
872,,,56.0,,,0,63,510000.0
873,,,56.0,,,0,63,510000.0
874,0.0,4.0,450.0,5.0,0.0,1,1,6000.0
875,0.0,,33.0,,0.0,0,49,2900.0
876,,,197.0,,0.0,0,4,1500000.0
877,1.0,3.0,107.0,2.0,0.0,0,0,810000.0
878,1.0,3.0,97.0,2.0,,0,0,880900.0
879,1.0,3.0,230.0,3.0,,0,0,3500000.0
880,1.0,2.0,,,,0,37,289603.0
881,0.0,2.0,65.0,,,9,127,500.0
882,1.0,3.0,120.0,,835.0,0,39,330000.0
883,1.0,2.0,44.0,,300.0,0,37,350000.0
884,1.0,3.0,93.0,,,0,38,255000.0
885,1.0,2.0,,,,0,37,289600.0
886,1.0,4.0,180.0,,0.0,8,34,245000.0
887,0.0,,40.0,,0.0,2,6,1500.0
888,1.0,2.0,,,,0,37,289830.0
889,1.0,2.0,70.0,,500.0,0,0,250000.0
890,1.0,3.0,110.0,2.0,900.0,0,26,565000.0
891,1.0,3.0,0.0,,,1,128,320000.0
892,1.0,3.0,75.0,,80.0,3,29,145000.0
893,1.0,3.0,30.0,,,2,129,100000.0
894,,,3150.0,,0.0,8,76,210000.0
895,1.0,2.0,72.0,,400.0,6,47,350000.0
896,1.0,3.0,106.0,2.0,800.0,0,0,880000.0
897,0.0,4.0,170.0,2.0,0.0,6,47,2500.0
898,0.0,,27.0,,0.0,0,0,2500.0
899,1.0,3.0,120.0,2.0,900.0,0,0,850000.0
900,,,300.0,,0.0,6,118,100000.0
901,1.0,3.0,85.0,2.0,700.0,0,0,600000.0
902,1.0,3.0,90.0,2.0,940.0,2,6,517000.0
903,1.0,2.0,42.0,,0.0,2,12,142000.0
904,1.0,2.0,42.0,,0.0,1,108,140900.0
905,,,30.0,,440.0,0,48,190000.0
906,1.0,2.0,400.0,5.0,0.0,8,34,400000.0
907,,,82.0,,1280.0,0,121,620000.0
908,0.0,,30.0,,0.0,2,6,2000.0
909,0.0,3.0,108.0,2.0,0.0,0,0,6000.0
910,1.0,3.0,67.0,,0.0,2,3,440000.0
911,1.0,,33.0,,0.0,2,6,247000.0
912,1.0,3.0,170.0,2.0,1152.0,0,0,1050000.0
913,0.0,3.0,96.0,2.0,0.0,0,0,6500.0
914,1.0,5.0,280.0,3.0,,0,72,800000.0
915,1.0,2.0,50.0,,250.0,9,115,170000.0
916,1.0,3.0,67.0,,0.0,0,94,532000.0
917,1.0,2.0,56.0,,580.0,0,0,600000.0
918,1.0,,36.0,5.0,1.0,0,4,389000.0
919,1.0,4.0,100.0,,800.0,2,6,150000.0
920,1.0,4.0,190.0,3.0,,0,4,1800000.0
921,0.0,2.0,57.0,,0.0,0,0,3200.0
922,1.0,3.0,55.0,,,0,13,350012.0
923,1.0,2.0,45.0,,0.0,2,3,152999.0
924,1.0,,33.0,,0.0,2,3,186000.0
925,1.0,2.0,51.0,,400.0,0,10,370000.0
926,0.0,2.0,56.0,,0.0,0,0,3000.0
927,1.0,2.0,50.0,,,0,26,326000.0
928,1.0,3.0,90.0,2.0,,2,3,590000.0
929,1.0,2.0,54.0,,0.0,2,6,315000.0
930,0.0,2.0,51.0,,0.0,2,6,2650.0
931,1.0,3.0,108.0,,650.0,0,0,310000.0
932,1.0,3.0,90.0,2.0,400.0,9,35,450000.0
933,1.0,2.0,48.0,,217.0,4,130,123000.0
934,1.0,3.0,97.0,2.0,0.0,0,0,830000.0
935,1.0,4.0,218.0,2.0,1900.0,0,4,1140000.0
936,1.0,2.0,90.0,,650.0,0,0,460000.0
937,1.0,3.0,63.0,,,0,39,290012.0
938,1.0,3.0,92.0,,0.0,0,33,450000.0
939,1.0,3.0,74.0,2.0,,8,34,280000.0
940,1.0,3.0,86.0,2.0,0.0,0,0,718177.0
941,1.0,4.0,112.0,2.0,0.0,0,37,790000.0
942,0.0,5.0,432.0,,0.0,3,29,13000.0
943,1.0,3.0,70.0,,450.0,0,65,220000.0
944,1.0,3.0,72.0,,,0,19,520012.0
945,1.0,3.0,90.0,2.0,0.0,0,48,800000.0
946,1.0,2.0,40.0,,0.0,2,3,285000.0
947,1.0,4.0,143.0,2.0,250.0,2,3,270000.0
948,1.0,2.0,50.0,,0.0,0,65,359000.0
949,1.0,2.0,48.0,,732.0,6,17,180000.0
950,1.0,5.0,190.0,2.0,1090.0,6,61,860000.0
951,0.0,3.0,110.0,2.0,680.0,6,61,2000.0
952,0.0,3.0,,,,2,77,600.0
953,1.0,2.0,73.0,2.0,700.0,2,3,370000.0
954,1.0,3.0,67.0,,,0,94,459000.0
955,,,30.0,,230.0,0,111,75000.0
956,1.0,2.0,58.0,,100.0,3,44,100000.0
957,0.0,3.0,,,,0,82,600.0
958,1.0,2.0,57.0,,,0,0,893012.0
959,1.0,2.0,56.0,2.0,345.0,2,6,340000.0
960,1.0,2.0,,,,6,67,140000.0
961,,,200.0,,,0,111,10000.0
962,1.0,2.0,78.0,,,8,93,299990.0
963,,,4000.0,,350000.0,3,64,350000.0
964,1.0,4.0,600.0,,0.0,3,131,750000.0
965,1.0,3.0,105.0,2.0,0.0,0,22,870000.0
966,1.0,3.0,200.0,,,3,126,220000.0
967,1.0,3.0,57.0,,,0,63,236012.0
968,1.0,4.0,113.0,2.0,0.0,0,37,819000.0
969,,,1400.0,,0.0,0,97,10000.0
970,1.0,5.0,410.0,2.0,,3,132,1200000.0
971,,,42.0,,830.0,0,124,900.0
972,1.0,4.0,430.0,2.0,2700.0,0,0,1600000.0
973,1.0,,33.0,,,0,95,256012.0
974,,,460.0,,0.0,0,70,320000.0
975,1.0,2.0,46.0,,0.0,8,34,175000.0
976,1.0,3.0,89.0,2.0,627.0,2,54,650000.0
977,1.0,3.0,82.0,,0.0,2,3,429000.0
978,0.0,,0.0,,,0,70,370.0
979,1.0,3.0,120.0,,1500.0,0,4,390000.0
980,,,2300.0,,,8,76,70000.0
981,1.0,3.0,56.0,,1.0,4,102,141000.0
982,1.0,3.0,370.0,5.0,0.0,0,38,1000000.0
983,0.0,,41.0,,0.0,0,5,1350.0
984,1.0,2.0,44.0,,175.0,2,12,90000.0
985,1.0,2.0,47.0,,450.0,0,24,250000.0
986,1.0,4.0,120.0,2.0,900.0,6,118,320000.0
987,,,190.0,,0.0,11,54,1150000.0
988,1.0,2.0,56.0,,,0,38,310012.0
989,0.0,3.0,70.0,,0.0,0,10,2000.0
990,1.0,3.0,0.0,,,0,19,215000.0
991,1.0,3.0,120.0,,650.0,0,0,600000.0
992,1.0,2.0,47.0,,160.0,2,45,138000.0
993,1.0,4.0,125.0,,0.0,0,0,1400000.0
994,1.0,2.0,54.0,,0.0,2,12,430000.0
995,1.0,4.0,140.0,3.0,0.0,0,94,850000.0
996,1.0,3.0,171.0,3.0,0.0,0,18,1900000.0
997,0.0,4.0,400.0,5.0,0.0,0,72,8500.0
998,1.0,4.0,125.0,,0.0,0,0,1400000.0
999,1.0,2.0,54.0,,0.0,2,12,430000.0
1000,1.0,4.0,140.0,3.0,0.0,0,94,850000.0
1001,1.0,3.0,171.0,3.0,0.0,0,18,1900000.0
1002,0.0,4.0,400.0,5.0,0.0,0,72,8500.0
